geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
35051,-18.872103687861724,-41.9778931316631,governador valadares,MG
4912,-23.68174317707312,-46.74232806327548,sao paulo,SP
96400,-31.31666830222288,-54.10459189340879,bage,RS
37115,-21.329930340337825,-46.366953470515,monte belo,MG
4813,-23.720437497374263,-46.68871830085409,sao paulo,SP
80240,-25.445219985251697,-49.29264972161943,curitiba,PR
21911,-22.793050927289467,-43.17159993490685,rio de janeiro,RJ
65066,-2.520293382107506,-44.22818007017755,sao luis,MA
49530,-10.539872455726634,-37.43515043908524,ribeiropolis,SE
3437,-23.55836886150384,-46.529246021928536,sao paulo,SP
78200,-16.06198495113614,-57.678315371782176,caceres,MT
13505,-22.37786983126541,-47.57482017915059,rio claro,SP
84220,-24.1160641458452,-49.46126651829904,senges,PR
16650,-21.783577323193835,-49.28173558519679,uru,SP
4375,-23.655403128992305,-46.6571881623845,sao paulo,SP
2616,-23.46770867638064,-46.65593445920132,sao paulo,SP
94475,-30.0703429621272,-51.101766727328005,viamao,RS
70873,-15.743398264498827,-47.88704387870053,brasilia,DF
98770,-28.258245889140845,-54.016698406523766,catuipe,RS
5791,-23.645915039255428,-46.78048264163154,sao paulo,SP
27255,-22.5153633871833,-44.09694779516994,volta redonda,RJ
1013,-23.54723527477061,-46.63421063390853,sao paulo,SP
25245,-22.56962257915656,-43.31346646469782,duque de caxias,RJ
4530,-23.579054716631035,-46.67162357576893,sao paulo,SP
25240,-22.6378581019115,-43.30360734517487,duque de caxias,RJ
5468,-23.537036702752577,-46.71413950276995,sao paulo,SP
50740,-8.04120077906979,-34.94554473466442,recife,PE
87080,-23.419085881362847,-51.95942991188687,maringa,PR
13170,-22.816886039413685,-47.27636403289281,sumare,SP
88060,-27.49471614641584,-48.41290266763332,florianópolis,SC
21240,-22.81588634886613,-43.31827974588852,rio de janeiro,RJ
5717,-23.63602942131686,-46.73424279433324,sao paulo,SP
22031,-22.963755151178887,-43.1901539735814,rio de janeiro,RJ
9175,-23.68921404469731,-46.51768848098888,santo andre,SP
18120,-23.549130843962125,-47.18293104122545,mairinque,SP
3968,-23.59946004302037,-46.4718112076,sao paulo,SP
9131,-23.692474445467106,-46.49556153136359,santo andré,SP
9951,-23.69420082276209,-46.59669838945065,diadema,SP
20540,-22.922401124652826,-43.25175824465426,rio de janeiro,RJ
49025,-10.947873661645607,-37.05927678648766,aracaju,SE
9050,-23.67496065528881,-46.54442222690282,santo andre,SP
20750,-22.87237028559066,-43.302629650297135,rio de janeiro,RJ
38320,-18.844093694545705,-50.117906498120185,santa vitoria,MG
76240,-15.901863221856974,-52.24029033373328,aragarcas,GO
78785,-17.835749999999994,-53.28699525,alto taquari,MT
2878,-23.45191819233657,-46.685006743407,sao paulo,SP
21070,-22.8485806239252,-43.28107258673322,rio de janeiro,RJ
1539,-23.56851216541637,-46.620550318916166,são paulo,SP
86038,-23.326889750335603,-51.121356575075104,londrina,PR
1425,-23.571094295314182,-46.6601422625656,sao paulo,SP
18130,-23.526684733279463,-47.13479489272321,sao roque,SP
12281,-23.101041719401,-45.70473045712386,caçapava,SP
24800,-22.683093157677384,-42.81494156981889,itaborai,RJ
18710,-23.1350100102656,-49.049151267951125,arandu,SP
57460,-9.605723178013896,-37.77279874275828,piranhas,AL
29360,-20.526635999999947,-41.22145249999997,castelo,ES
83203,-25.51707114909442,-48.5192089267377,paranaguá,PR
8676,-23.55131151064268,-46.30461687284032,suzano,SP
38412,-18.95433966388715,-48.30560329447746,uberlandia,MG
64049,-5.0782695505222,-42.78265041964634,teresina,PI
74840,-16.737155898840623,-49.27100142786399,goiania,GO
56250,-7.757589172282001,-40.27407429908693,trindade,PE
64056,-5.067612816014135,-42.76932122059576,teresina,PI
58035,-7.065699527612687,-34.846160343326204,joao pessoa,PB
85170,-25.69535820638816,-51.66119333889105,pinhao,PR
26135,-22.75053837681929,-43.41450692028312,belford roxo,RJ
37490,-21.89710518738834,-45.582983046521846,sao goncalo do sapucai,MG
79006,-20.48365926975029,-54.64520394633248,campo grande,MS
8430,-23.52442226533556,-46.42768760199667,sao paulo,SP
38400,-18.905593819320195,-48.27766157314321,uberlandia,MG
15265,-21.05203558795927,-50.05182511806108,zacarias,SP
82520,-25.416154634745247,-49.22641479488149,curitiba,PR
89300,-26.12328306856822,-49.80747798672579,mafra,SC
2226,-23.47238448542905,-46.57834366763805,sao paulo,SP
15044,-20.78523500003284,-49.40948102028276,são josé do rio preto,SP
30180,-19.934804232298507,-43.94377544379365,belo horizonte,MG
28110,-21.822691201097577,-41.29674196170336,campos dos goytacazes,RJ
30310,-19.943132909515864,-43.93280998502502,belo horizonte,MG
13501,-22.41920917765004,-47.554061443649424,rio claro,SP
14780,-20.561524009435065,-48.57330832584105,barretos,SP
75690,-17.743503081208793,-48.62573406116134,caldas novas,GO
83601,-25.457934308832414,-49.525194694709874,campo largo,PR
28070,-21.716116657015323,-41.32867351098026,campos dos goytacazes,RJ
11472,-23.973803615135225,-46.27152562251455,guaruja,SP
4433,-23.68481972078597,-46.65546226824975,sao paulo,SP
36570,-20.75204573541744,-42.88156123371204,vicosa,MG
54580,-8.23938448765075,-34.981667580356586,cabo de santo agostinho,PE
30882,-19.8842552805934,-44.01155260985161,belo horizonte,MG
15054,-20.78626216041534,-49.35874050000001,sao jose do rio preto,SP
88110,-27.583552168950845,-48.6186738072776,são josé,SC
35335,-19.53070219853474,-42.01325584718658,sao domingos das dores,MG
86900,-23.597417050334126,-51.64338725812845,jandaia do sul,PR
75855,-16.717578261589388,-52.31534457821609,doverlandia,GO
6437,-23.544963,-46.88746987971332,barueri,SP
27323,-22.531209813426457,-44.1697017050008,barra mansa,RJ
98865,-28.5541432230794,-54.556529713060165,sao miguel das missoes,RS
57082,-9.582652167709242,-35.75925731507779,maceio,AL
36950,-19.80525237796072,-41.725732676708894,ipanema,MG
2322,-23.44711717929482,-46.59344515958799,sao paulo,SP
29116,-20.34011449321252,-40.33682105389018,vila velha,ES
33805,-19.771189176524857,-44.08290912600268,ribeirao das neves,MG
13201,-23.18967611491644,-46.88559509266056,jundiai,SP
6315,-23.523599917024136,-46.84030237197535,carapicuiba,SP
32140,-19.89530085304006,-44.028942283319054,contagem,MG
28893,-22.52806579457613,-41.9509772337582,rio das ostras,RJ
18072,-23.43464309436291,-47.50226287736936,sorocaba,SP
96015,-31.762773450458763,-52.33588258673322,pelotas,RS
20540,-22.92164328365742,-43.25419822577764,rio de janeiro,RJ
3110,-23.564220510289346,-46.6040247983354,sao paulo,SP
86055,-23.372301010938425,-51.221196621743225,londrina,PR
18550,-23.283465503349664,-47.6780264195726,boituva,SP
87043,-23.40170652958512,-51.90420103288356,maringa,PR
9361,-23.704206321067502,-46.45418983946623,maua,SP
94451,-30.078168523920343,-51.06708917888373,viamao,RS
7120,-23.4528861268394,-46.5261488119626,guarulhos,SP
98900,-27.86917852836216,-54.47462624892248,santa rosa,RS
36062,-21.754794206215028,-43.34364194947781,juiz de fora,MG
21931,-22.80812215598129,-43.202990016792654,rio de janeiro,RJ
35420,-20.380843092268265,-43.420482753737744,mariana,MG
39705,-18.543179387329776,-42.76365845401233,sao joao evangelista,MG
70640,-15.788091625310193,-47.93958718679665,brasília,DF
88708,-28.46505698418342,-49.02071815070857,tubarao,SC
59770,-6.095883268541351,-37.63803272634253,patu,RN
24435,-22.83044275401425,-43.06513326250919,sao goncalo,RJ
5131,-23.49888047515727,-46.74517188481735,sao paulo,SP
66110,-1.4012723294477494,-48.49088897100232,belem,PA
30170,-19.928233309740907,-43.94258887275657,belo horizonte,MG
92500,-30.118013612268445,-51.34260222869183,guaiba,RS
96880,-29.71816722673079,-52.50329945484084,vera cruz,RS
45290,-14.844057599086725,-39.9883180854751,ibicuí,BA
14920,-21.780996527368423,-48.56998652379814,nova europa,SP
32670,-19.9701592959344,-44.18974356313706,betim,MG
34002,-20.00043119734695,-43.84942883283831,nova lima,MG
35650,-19.688392599003333,-44.88840066833754,pitangui,MG
87114,-23.431059363798983,-51.87055612430088,sarandi,PR
21930,-22.819944981129872,-43.27020146710718,rio de janeiro,RJ
58410,-7.248577529971256,-35.8806560827306,campina grande,PB
5171,-23.47657170005562,-46.74800164342278,sao paulo,SP
17670,-22.0712254586652,-50.30611423349431,quintana,SP
88106,-27.60661350703611,-48.6384954479606,sao jose,SC
18704,-23.111047718016017,-48.9373904701656,avare,SP
14709,-20.92811488217868,-48.49340597164222,bebedouro,SP
30315,-19.95272813543773,-43.93680951056023,belo horizonte,MG
83414,-25.286378674662213,-49.22737487169465,colombo,PR
20251,-22.925257909804326,-43.20251877921401,rio de janeiro,RJ
59180,-6.332117635257015,-35.3129713313045,espirito santo,RN
25926,-22.70983204288306,-43.16549495750539,magé,RJ
37590,-22.30030270120038,-46.61215454324579,jacutinga,MG
13503,-22.407558307519203,-47.584651407005694,rio claro,SP
14020,-21.18860649490699,-47.80118997142015,ribeirao preto,SP
13510,-22.44796632700877,-47.54031278166143,santa gertrudes,SP
83411,-25.322413972865693,-49.14814890452838,colombo,PR
49830,-9.970142447639612,-37.08439129571109,gararu,SE
29090,-20.252385366639725,-40.27014326490286,vitoria,ES
36955,-19.82268555069688,-41.44532649695935,mutum,MG
55700,-7.881957619266846,-35.436964616335345,limoeiro,PE
3812,-23.49259846108753,-46.465580828146855,sao paulo,SP
12515,-22.807597722321,-45.19072416743778,guaratinguetá,SP
66120,-1.4136330185816548,-48.47879746696295,belem,PA
22040,-22.968435509579283,-43.182626081049065,rio de janeiro,RJ
94858,-30.03158260037349,-51.07307665512321,alvorada,RS
88802,-28.68502281204071,-49.3704876879593,criciuma,SC
85950,-24.28371749634269,-53.834775364840176,palotina,PR
36062,-21.754326572854755,-43.3427390095793,juiz de fora,MG
35300,-19.784572475867648,-42.15134073149801,caratinga,MG
6472,-23.48314545013542,-46.8505578277986,barueri,SP
9668,-23.6593305,-46.61609849999999,sao bernardo do campo,SP
29750,-19.22447545266266,-40.8464005905812,pancas,ES
7121,-23.452171239800336,-46.52319158381903,guarulhos,SP
9270,-23.636695547867795,-46.49700053121937,santo andre,SP
13044,-22.940556185151227,-47.04957904827657,campinas,SP
95670,-29.37088931734839,-50.87840460995766,gramado,RS
65500,-3.742973655287264,-43.36257493817656,chapadinha,MA
21361,-22.8543725696931,-43.32980282106322,rio de janeiro,RJ
35550,-20.473624521070423,-45.11203880256041,itapecerica,MG
26291,-22.767799154437267,-43.53727632533317,nova iguaçu,RJ
45760,-15.56274987215447,-40.42513428244797,macarani,BA
3262,-23.587543058283803,-46.5497490066651,são paulo,SP
89010,-26.92589791778639,-49.06283330449895,blumenau,SC
34800,-19.87449355543349,-43.66098468935231,caete,MG
4580,-23.61975066642636,-46.68431686950146,sao paulo,SP
79560,-18.797339132470988,-52.62528926414064,chapadao do sul,MS
4880,-23.447393250466884,-46.756208204633545,sao paulo,SP
88070,-27.59122188175894,-48.58424532154191,florianópolis,SC
4805,-23.713962684430708,-46.705309072162265,sao paulo,SP
12606,-22.73947128781236,-45.11396535039533,lorena,SP
21750,-22.87875428253224,-43.42098610655563,rio de janeiro,RJ
36016,-21.763048243407017,-43.35068527171221,juiz de fora,MG
48609,-9.437454887667643,-38.22136730130384,paulo afonso,BA
88015,-27.58958929753588,-48.55932303857697,florianopolis,SC
13320,-23.207468417421715,-47.29520810615161,salto,SP
9310,-23.66709039543109,-46.45265835704179,mauá,SP
9847,-23.77100796891419,-46.58256641989474,sao bernardo do campo,SP
6170,-23.54153717334004,-46.80362522647352,osasco,SP
18080,-23.487215919787648,-47.45665248903572,sorocaba,SP
16670,-22.101428976758964,-49.43599534150388,presidente alves,SP
74367,-16.71073271760937,-49.32964460629682,goiania,GO
89035,-26.9079394299152,-49.08351489953255,blumenau,SC
29190,-19.818987183929345,-40.27287427808431,aracruz,ES
2275,-23.464398183294698,-46.588829664571776,sao paulo,SP
1218,-23.52943364086209,-46.64740556618965,sao paulo,SP
22790,-23.01080477491485,-43.44818365958798,rio de janeiro,RJ
9635,-23.65105774049115,-46.5745879033482,são bernardo do campo,SP
58303,-7.149922882736093,-34.97210909085104,santa rita,PB
13607,-22.373222835968622,-47.36575720399333,araras,SP
12422,-22.942227483723084,-45.47818301467637,pindamonhangaba,SP
22270,-22.9510342758958,-43.18318168789317,rio de janeiro,RJ
15061,-20.81238951282769,-49.34230944894422,sao jose do rio preto,SP
4641,-23.63628890677389,-46.68850636331556,sao paulo,SP
57051,-9.657541236741904,-35.73219517208147,maceio,AL
22051,-22.96996340328345,-43.18907527892557,rio de janeiro,RJ
45821,-16.3665593520137,-39.586230912929246,eunapolis,BA
35325,-19.76093821251883,-42.079341245660416,piedade de caratinga,MG
3023,-23.53503085567546,-46.60655625797797,sao paulo,SP
13563,-21.97996042611708,-47.93753903956784,são carlos,SP
28073,-21.691915297978426,-41.31046387550953,campos dos goytacazes,RJ
59900,-6.1030920058710905,-38.206719911147815,pau dos ferros,RN
58306,-7.127085374113781,-34.92125842141079,bayeux,PB
11013,-23.93994887093889,-46.33450938579831,santos,SP
12630,-22.66791456174626,-45.021043372468114,cachoeira paulista,SP
74485,-16.685493396713937,-49.33735714753086,goiania,GO
12040,-23.034120702652032,-45.592256617867655,taubate,SP
76500,-14.435197217084273,-49.71383654459172,santa terezinha de goias,GO
14405,-20.508282,-47.403958500000016,franca,SP
7082,-23.432489984563084,-46.546588682676806,guarulhos,SP
17039,-22.315292534089565,-48.98376096352504,bauru,SP
9606,-23.675740500432685,-46.55996924562871,sao bernardo do campo,SP
11065,-23.960720797391645,-46.33809318927813,santos,SP
8441,-23.573427016476373,-46.75032000952125,sao paulo,SP
72871,-16.05401145075845,-47.99713901218261,valparaiso de goias,GO
2930,-23.4940912492354,-46.70843816985976,sao paulo,SP
8970,-23.53985424190576,-45.8506512423517,salesópolis,SP
74914,-16.753698129321325,-49.25857875640236,aparecida de goiania,GO
18276,-23.363085155046235,-47.88665958545416,tatui,SP
13206,-23.21235311157596,-46.8805292396561,jundiaí,SP
22755,-22.952015329447747,-43.336072781291485,rio de janeiro,RJ
14405,-20.52090546273046,-47.41176188223013,franca,SP
41195,-12.94459586795842,-38.45882208216789,salvador,BA
66045,-1.4592214205087903,-48.47444102109183,belém,PA
7142,-23.41886249125743,-46.49524949125743,guarulhos,SP
84178,-24.81460360210508,-50.00099531016514,castro,PR
8340,-23.61497700569029,-46.46126444513319,sao paulo,SP
9541,-23.619976579271945,-46.57225300064776,sao caetano do sul,SP
13323,-23.211105589791643,-47.26517538273989,salto,SP
81170,-25.51935175574288,-49.32527310122637,curitiba,PR
18108,-23.50689588121068,-47.37341758159732,sorocaba,SP
6624,-23.55025582976605,-46.90874937265753,jandira,SP
78435,-13.45233035691192,-56.72942877224149,sao jose do rio claro,MT
4728,-23.63808119095158,-46.71384691840268,sao paulo,SP
75610,-17.80789634280474,-49.61983717628984,joviânia,GO
69054,-3.073377698309182,-60.00664975659299,manaus,AM
8290,-23.549875336262858,-46.45968368131428,são paulo,SP
60416,-3.756604777136544,-38.547486492094144,fortaleza,CE
82710,-25.36634812101101,-49.25580268636394,curitiba,PR
7251,-23.427144408823374,-46.398759432973634,guarulhos,SP
70376,-15.827431499999996,-47.91717224999999,brasilia,DF
37130,-21.433431742336605,-45.936587742561535,alfenas,MG
90660,-30.06435134465281,-51.19542392610708,porto alegre,RS
55460,-8.616119412459447,-35.95584537736197,cupira,PE
12942,-23.126118820705173,-46.55376281793521,atibaia,SP
15860,-21.079987205935755,-49.23454238244553,ibira,SP
65067,-2.501527379681468,-44.25270033374691,sao luis,MA
37775,-22.03413364533497,-46.332942350276994,santa rita de caldas,MG
22460,-22.960959735789626,-43.225727941427714,rio de janeiro,RJ
81050,-25.480654853505342,-49.29237893439923,curitiba,PR
88103,-27.615916430268623,-48.63127261831587,sao jose,SC
22261,-22.956955690807348,-43.20061973299101,rio de janeiro,RJ
3365,-23.570914452680466,-46.53513000000001,sao paulo,SP
96020,-31.77698699694158,-52.35092094076389,pelotas,RS
13490,-22.47711724889271,-47.45377374487674,cordeiropolis,SP
50710,-8.04801429225576,-34.90425063864039,recife,PE
8560,-23.53219772078598,-46.33446373175025,poa,SP
13030,-22.925573509557484,-47.07477068978682,campinas,SP
66093,-1.4352288687171977,-48.46180544477461,belem,PA
29702,-19.55220916147965,-40.63106125208394,colatina,ES
41194,-12.95952086707775,-38.44291380887262,salvador,BA
15997,-21.589221018033403,-48.35039113474523,matao,SP
12212,-23.15993528864908,-45.89579598903572,são josé dos campos,SP
3558,-23.54439426089215,-46.50096954607879,são paulo,SP
58064,-7.197158378296491,-34.844975528997665,joao pessoa,PB
45051,-14.854363512349256,-40.85281074369548,vitoria da conquista,BA
37548,-22.416587122124827,-45.79721859417992,conceicao dos ouros,MG
78530,-10.239790206932325,-54.996735854537775,peixoto de azevedo,MT
6543,-23.47696974992788,-46.831300354434696,santana de parnaíba,SP
4128,-23.60283852178432,-46.63032269608749,sao paulo,SP
39400,-16.727861419931873,-43.85878032361936,montes claros,MG
78300,-14.626185774309098,-57.50486159259258,tangará da serra,MT
26070,-22.713497581881697,-43.43268070779457,nova iguacu,RJ
70255,-15.818967,-47.89372274999998,brasilia,DF
70200,-15.81896531955216,-47.891990266174,brasilia,DF
7252,-23.44576188842404,-46.406130380518185,guarulhos,SP
11380,-23.95576127045494,-46.37290883737791,sao vicente,SP
37148,-21.09676722563202,-46.19811071905598,conceicao da aparecida,MG
86075,-23.28628519790515,-51.1676494000808,londrina,PR
95880,-29.508022979196635,-51.96759849500835,estrela,RS
11025,-23.96822827531888,-46.31330773382773,santos,SP
29149,-20.327067070348424,-40.39127647395146,cariacica,ES
87015,-23.434894400155844,-51.96121496691342,maringa,PR
21042,-22.86086688203062,-43.24222300156556,rio de janeiro,RJ
37177,-20.76328768368779,-45.91704493558679,guapé,MG
4890,-23.828757244243725,-46.72680308436729,sao paulo,SP
3256,-23.60938585928213,-46.53066215459631,sao paulo,SP
7135,-23.428878537884472,-46.52794727185642,guarulhos,SP
62920,-5.073462508131356,-37.98746649494792,quixere,CE
11630,-23.863772453813667,-45.42389998733378,ilhabela,SP
37048,-21.566717966941365,-45.41881777417503,varginha,MG
3337,-23.5555831043626,-46.56360240605343,sao paulo,SP
2131,-23.503209485429053,-46.58302425437128,sao paulo,SP
4883,-23.81215044240868,-46.7375025756247,sao paulo,SP
13160,-22.5590110249259,-47.16347376160525,artur nogueira,SP
3586,-23.556657205788905,-46.48867468378657,sao paulo,SP
13290,-23.077365420583376,-46.95249284320483,louveira,SP
17990,-21.31281309262793,-51.83666963300886,pauliceia,SP
9853,-23.73529404553052,-46.59253738605812,sao bernardo do campo,SP
15091,-20.830795667002,-49.39956730424379,sao jose do rio preto,SP
86150,-22.786008132519648,-51.23027735183769,alvorada do sul,PR
18683,-22.59698785706442,-48.80535070724727,lencois paulista,SP
76920,-10.719288190044352,-62.26092913471313,ouro preto do oeste,RO
46900,-12.428259467591111,-41.77534794852931,seabra,BA
4785,-23.69285545268046,-46.7129432828207,sao paulo,SP
29937,-18.744302485815776,-39.85682711474583,sao mateus,ES
89227,-26.27289097899516,-48.8269417565366,joinville,SC
7160,-23.41302690813089,-46.44945838703907,guarulhos,SP
85770,-25.77436987606889,-53.52886464724252,realeza,PR
39440,-15.801635307525649,-43.309321467196256,janauba,MG
9854,-23.752145760071084,-46.60005872382516,sao bernardo do campo,SP
33825,-19.7608891568458,-44.15134237157434,ribeirao das neves,MG
37701,-21.786647282805365,-46.566122461489776,pocos de caldas,MG
30510,-19.93625165973221,-43.993883079519854,belo horizonte,MG
77064,-10.345035573632394,-48.29241937160456,palmas,TO
88220,-27.13197710454484,-48.599233840908056,itapema,SC
4363,-23.648712485429044,-46.667433525535216,sao paulo,SP
90410,-30.0395744834958,-51.199409451295466,porto alegre,RS
4510,-23.59505314432453,-46.66956220858096,sao paulo,SP
72813,-16.242974109337503,-47.9510685920933,luziania,GO
81580,-25.499693126839404,-49.22014942131685,curitiba,PR
13845,-22.354639853245544,-46.94540376511197,mogi guacu,SP
22220,-22.929560129897823,-43.17837929669917,rio de janeiro,RJ
5528,-23.595649502077475,-46.75881994004276,sao paulo,SP
75801,-17.85733096954763,-51.72973185877476,jatai,GO
4139,-23.60542831057763,-46.63307895406544,sao paulo,SP
95520,-29.88542982845657,-50.24364246255259,osorio,RS
85301,-25.40733781005456,-52.41202887212437,laranjeiras do sul,PR
36045,-21.743761181228063,-43.35275964002536,juiz de fora,MG
81935,-25.55171540566232,-49.25130259380901,curitiba,PR
61605,-3.7419886078465856,-38.64767472141039,caucaia,CE
29845,-18.54046157144133,-40.29828573576473,boa esperanca,ES
96825,-29.713420150251554,-52.41292867937536,santa cruz do sul,RS
82320,-25.402867492353952,-49.33419358673322,curitiba,PR
26279,-22.749341573429867,-43.5158504212781,nova iguacu,RJ
22450,-22.98670027644634,-43.23193925768584,rio de janeiro,RJ
76962,-11.42048990086957,-61.46116927745781,cacoal,RO
13560,-22.011422521784304,-47.89477366763805,sao carlos,SP
89652,-27.18307007314713,-51.23893997119179,ibiam,SC
4844,-23.74693869365799,-46.70283432517366,sao paulo,SP
20551,-22.91571816126142,-43.24473625506377,rio de janeiro,RJ
23059,-22.916003095359898,-43.611277106904346,rio de janeiro,RJ
62050,-3.6965903047492414,-40.34771034430716,sobral,CE
9932,-23.6642092692307,-46.61554155424444,diadema,SP
15810,-21.150493602214446,-48.97583457726586,catanduva,SP
19804,-22.666427601996663,-50.440085156673774,assis,SP
83880,-26.098424953814337,-49.79524557570134,rio negro,PR
9837,-23.81200539932708,-46.56826085667754,sao bernardo do campo,SP
36520,-20.997618788103043,-42.83847646249525,visconde do rio branco,MG
8150,-23.513095194558264,-46.41463391964341,são paulo,SP
13165,-22.492035714577963,-47.20556558985775,engenheiro coelho,SP
14540,-20.04373627713871,-47.74111988812876,igarapava,SP
13202,-23.19770974017205,-46.87563597763789,jundiai,SP
7786,-23.336494919839733,-46.83269403471076,cajamar,SP
45602,-14.78781610851754,-39.283211525391,itabuna,BA
6690,-23.527313328640187,-46.95183597888085,itapevi,SP
1231,-23.53718460061168,-46.65978451595593,sao paulo,SP
58087,-7.158500381903169,-34.89197067860235,joao pessoa,PB
17930,-21.39836414123308,-51.584947599344304,tupi paulista,SP
18071,-23.46236725506377,-47.4904503491546,sorocaba,SP
17860,-21.56240518890957,-51.26604415768443,pacaembu,SP
28921,-22.82762815651873,-42.0082450316361,cabo frio,RJ
17520,-22.23685501276744,-49.927215949265815,marilia,SP
31320,-19.880066891482464,-43.98196371244743,belo horizonte,MG
4306,-23.62979298641,-46.64016638565408,sao paulo,SP
6435,-23.5319477158382,-46.88785317596412,barueri,SP
7161,-23.39358970552253,-46.44153833458364,guarulhos,SP
4110,-23.58433194393789,-46.63095592798196,sao paulo,SP
81450,-25.502415262381028,-49.3453163661879,curitiba,PR
5634,-23.605932751312864,-46.73887577754057,sao paulo,SP
79042,-20.475431405689285,-54.57269953032242,campo grande,MS
26255,-22.75926620620287,-43.463052969189285,nova iguacu,RJ
2944,-23.47361671543808,-46.72694689415588,sao paulo,SP
13820,-22.68528508071737,-46.99035994186794,jaguariuna,SP
31580,-19.8272144501703,-44.00190764239131,belo horizonte,MG
13044,-22.93776004163538,-47.045375539269465,campinas,SP
86035,-23.305454632812,-51.13140309299429,londrina,PR
29040,-20.311113499307503,-40.3207421955392,vitoria,ES
90020,-30.02962056895962,-51.22343320191587,porto alegre,RS
29970,-18.300029999888608,-39.95635809573698,pedro canario,ES
35790,-18.74010305226289,-44.42419827269222,curvelo,MG
14840,-21.365163574971763,-48.22895268815829,guariba,SP
36010,-21.76860384891477,-43.3447784634513,juiz de fora,MG
9132,-23.703124270838988,-46.50171890530362,santo andré,SP
94500,-30.06669074208871,-51.115287149586166,viamao,RS
88308,-26.92673277982121,-48.69312606284086,itajaí,SC
84010,-25.08973440966009,-50.15667199668178,ponta grossa,PR
83604,-25.463847235808924,-49.56912289574533,campo largo,PR
6220,-23.51664287858874,-46.7830835646749,osasco,SP
15015,-20.814387019929818,-49.38296091043219,sao jose do rio preto,SP
4918,-23.691031566763893,-46.74380979634416,sao paulo,SP
4153,-23.62710097085809,-46.62674598182237,sao paulo,SP
11320,-23.973882372444344,-46.37095501688273,sao vicente,SP
69250,-3.822025499999999,-60.359292,careiro,AM
92020,-29.91817952120739,-51.15826802109184,canoas,RS
2934,-23.48935807391113,-46.70747414143225,sao paulo,SP
26282,-22.7419208303432,-43.46225834334562,nova iguaçu,RJ
5791,-23.64296223980033,-46.78149060935425,sao paulo,SP
68600,-1.0628833661293686,-46.77812033885656,braganca,PA
14406,-20.54323385425076,-47.42833083988786,franca,SP
36680,-21.53198805849543,-43.01371025012472,sao joao nepomuceno,MG
26262,-22.768443000000005,-43.43539725,nova iguaçu,RJ
17030,-22.32506477980926,-49.04208063566304,bauru,SP
18060,-23.490904133694823,-47.47445559592796,sorocaba,SP
14580,-20.44209807084004,-47.82778958508813,guara,SP
39403,-16.74364092423104,-43.88445835053958,montes claros,MG
30285,-19.913333510964275,-43.89047010880598,belo horizonte,MG
47640,-13.39486409348751,-44.20044731009768,santa maria da vitoria,BA
39935,-16.530632999999998,-40.17631725,santo antonio do jacinto,MG
18147,-23.439321,-47.06113855677058,aracariguama,SP
6162,-23.55778792700101,-46.80889478143572,osasco,SP
13330,-23.08910498528482,-47.21526163474525,indaiatuba,SP
8150,-23.52000027194718,-46.410572832753815,sao paulo,SP
59500,-5.116626992945873,-36.63420936342646,macau,RN
5138,-23.482738713091177,-46.73511907286441,sao paulo,SP
97650,-29.13036789954573,-56.55451015452908,itaqui,RS
79740,-22.315198771932533,-53.82162906317128,ivinhema,MS
35164,-19.441444610595003,-42.5434673499913,ipatinga,MG
79560,-18.79598943035548,-52.61460234905879,chapadao do sul,MS
95900,-29.45636265861527,-51.97023573660962,lajeado,RS
29199,-19.93050131491238,-40.141404822470285,aracruz,ES
19410,-21.88963138738185,-51.73214366728316,piquerobi,SP
86140,-22.85419864617124,-51.02478420552092,primeiro de maio,PR
20710,-22.911197668330548,-43.27274072494092,rio de janeiro,RJ
37580,-22.42064701546944,-46.581603002793074,monte siao,MG
17018,-22.36256710577624,-49.0510468623119,bauru,SP
41315,-12.90168342270458,-38.44702839275451,salvador,BA
46400,-14.071102168674969,-42.488189883855696,caetite,BA
6539,-23.46802298636522,-46.87189890434768,santana de parnaíba,SP
13142,-22.77550762308848,-47.16599554065444,paulinia,SP
13506,-22.40231742630852,-47.545245624329226,rio claro,SP
27350,-22.5293026696542,-44.19054371306689,barra mansa,RJ
11040,-23.97287772245941,-46.31584853690353,santos,SP
11710,-24.075857089335344,-46.5928955518859,praia grande,SP
75520,-18.39877963545838,-49.2017438513353,itumbiara,GO
59064,-5.829493864029034,-35.227061219257465,natal,RN
1230,-23.53553877462639,-46.656553960182265,são paulo,SP
74230,-16.71642484977056,-49.26903005751146,goiania,GO
27343,-22.563813184574936,-44.17316200528013,barra mansa,RJ
27264,-22.52750822231519,-44.11458973841536,volta redonda,RJ
44050,-12.234051444712112,-38.9631596260335,feira de santana,BA
11025,-23.959225592561594,-46.32041387246812,santos,SP
95190,-28.96980261824143,-51.06635663908804,são marcos,RS
18530,-23.114674559122324,-47.719749138609245,tiete,SP
36212,-21.187968607925697,-43.97757525986376,barroso,MG
38800,-19.31471569799656,-46.05378821945153,sao gotardo,MG
13304,-23.270081489324188,-47.27986236663972,itu,SP
70382,-15.824852209659248,-47.91935551811109,brasilia,DF
5844,-23.65409486288882,-46.73815372883607,sao paulo,SP
5208,-23.41123371801601,-46.75363055398463,sao paulo,SP
44360,-12.608503269787327,-38.96802825744667,sao felix,BA
21241,-22.81325160100313,-43.30838832597404,rio de janeiro,RJ
